,qID,sentence,option1,option2,label
276,39XCQ6V3KY20QNBHIPXF83EVCLN56N-1,"Membuat bunga mekar lebih mudah bagi Joseph daripada Brian, karena _ memiliki pengetahuan yang baik tentang berkebun.",Joseph,Brian,1
277,3D42WVSDHA995TDJEIHG54DAV60FY0-1,"Anjing itu bisa minum dengan mudah dari mangkuk, bukannya wajan, karena _nya pendek.",mangkuk,wajan,1
278,371QPA24C42MYSKHXDFW8LH1ESKT14-2,"Mawar yang sensitif cahaya harus dikeluarkan dari taman dan pindah ke kebun anggur, karena _ lebih teduh.",taman,kebun anggur,2
279,3VADEH0UHCV96VRX9H9W7EF4LDJPSJ-1,Brian kelebihan berat badan tetapi Nick tidak kelebihan berat badan karena _ makan banyak kalori.,Brian,Nick,1
280,3TRB893CSLOW49DD2TXYACTOQQKG7W-1,Elena menyuruh Natalie untuk mengenakan tudung jaketnya karena _ tidak ingin dia kedinginan.,Elena,Natalie,1
281,3LCXHSGDLVKK3T1EK15L50492KOSEG-2,Angie lebih menyukai cat kuku hijau daripada merah muda karena kulitnya pucat dan cat kuku _ tampak cerah.,merah muda,hijau,2
282,38Z7YZ2SB5GK6IONOG67VFN0CNPIQ1-2,John merawat pot sementara itu diangkut dalam kotak namun pada akhirnya patah. _nya keras.,pot,kotak,2
283,3LVTFB9DE7W6ARISYS64A3AJV6LGQJ-2,Kevin tersenyum kepada Robert di pesta pernikahan itu meskipun _ memberinya pujian berisi celaan.,Kevin,Robert,2
284,3K3G488TR26T05U1XYBDE8VMH5FQ5S-2,"Kevin jauh lebih fleksibel secara fisik daripada Nick, karena _ adalah atlet cedera yang harus di tempat tidur.",Kevin,Nick,2
285,37AQKJ12TXM8DNXJFYN6MTCNC09TTA-1,"Craig mengajukan diri untuk membantu siswa disleksia di sekolah sementara Joel menghindari mereka, karena _ suka membaca.",Craig,Joel,1
286,3MDKGGG61QL2BPM7JLFDBJK9SLJ6TJ-2,"Natalie berpikir zamrud adalah permata yang indah, tetapi Betty tidak. _ membeli kalung dengan berlian besar.",Natalie,Betty,2
287,3BVS8WK9Q29X2CMY5Y9H0QS1PADIBN-1,Masalah di pertemuannya tidak dapat diidentifikasi secara akurat karena _nya rumit.,masalah,pertemuan,1
288,372AGES0I432EPTBGJJ8BHWB6NMRXT-1,"Dia dapat menemukan fakta tentang piring, tetapi bukan tentang cangkir, karena _ itu ada di mana-mana.",piring,cangkir,1
289,3LN50BUKPV9M2IW7P8CVVS19TJBLP1-1,"Victoria suka berbelanja pakaian tetapi Felicia tidak, jadi _ pergi ke mal untuk hari itu.",Victoria,Felicia,1
290,3BFNCI9LYM4VAX1P7EQERI4GNHY37P-1,"Setelah mencoba menanam bunga anggrek, ia memutuskan untuk kembali ke hobi menanam bunga marigold, karena menurutnya bunga _ lebih sederhana.",marigold,anggrek,1
291,34O39PNDK66V1MQABNRQMK5JI8DRB6-2,Mencabut alis butuh waktu lebih lama bagi Elena dibandingkan dengan Katrina karena _ memiliki alis tipis.,Elena,Katrina,2
292,3L60IFZKF5W7XUE0Z81SMPUKLT4HHD-2,"Kriket adalah waktu lalu favorit Lindsey, sementara Rachel belum pernah mendengarnya. _ lebih mungkin adalah orang Amerika.",Lindsey,Rachel,2
293,3IWA71V4TKUOMVUY8TSASKTOZ3UX63-1,"Tanaman itu memakan terlalu banyak ruang di guci, karena _nya besar. ",tanaman,guci,1
294,3L60IFZKF5W7XUE0Z81SMPUJJHEHHV-2,Angela adalah badut sementara Carrie adalah raja sehingga _ menertawakan penampilan yang lain.,Angela,Carrie,2
295,3MJ9GGZYO349ES4XQJCTQ1D5TBVA2T-2,Jill menjatuhkan es krimnya ke celana pelautnya yang lebar dan memutuskan untuk mengenakan jeans. Dia perlu memakai legging yang berbeda karena _nya bersih.,celana pelaut,jeans,2
296,3B0MCRZMBRSCT3B5H052C9AT34KPP2-1,"Jacob berpikir untuk menghapus WhatsApp dari teleponnya, tetapi ternyata _ perlu ditingkatkan.",WhatsApp,telepon,1
297,3V7ICJJAZAEO0GOC0BVDERU9V6X4BX-2,"Kalli sangat cemas untuk berbicara dengan mikrofon, tetapi merasa nyaman dengan komputer, karena _ itu akrab baginya.",mikrofon,komputer,2
298,3UQVX1UPFSFDDF6FYHF01V1SF7V02Z-1,"Gmail sangat ketinggalan, pikir Samantha saat Jennifer membicarakannya, _ berada di puncak tren baru.",Samantha,Jennifer,1
299,3KVQ0UJWPXJYK2QN97AJ6XD856EW5K-1,William menunjukkan Randy cara mengganti panel di rumahnya. _ itu berbakat.,William,Randy,1
300,37VHPF5VYC18TM3KQEHL6NGWFE8C80-1,Ember adalah pilihan yang lebih baik daripada cangkir untuk membawa air karena _ menampung lebih banyak.,ember,cangkir,1
301,391FPZIE4E0C2GKKZ78R54JAESQUHS-2,"Pembengkakan di bawah mata Jennifer auh lebih buruk daripada Angela, karena _ dipukul lebih lembut.",Jennifer,Angela,2
302,3B9XR6P1WG9TXN64NGUHCR701YEJBR-2,Michael membeli ikan mas untuk Craig untuk memberi makan arwananya. _ memiliki terlalu sedikit uang untuk membayar mereka.,Michael,Craig,2
303,3D3B8GE892PR1GVY0B95QJAETPU9PS-1,Kenneth dapat menghasilkan dolarnya lebih jauh daripada Ian karena _ telah belajar bagaimana caranya menjadi sangat murah.,Kenneth,Ian,1
304,3MXX6RQ9EXJ5YZOT3EPE19N60ZTP45-2,Saya menolak untuk berhenti memakai topi lama saya meskipun ada lubang di dalamnya tetapi _ itu jatuh.,lubang,topi,2
305,38XPGNCKHVEI3JLPPQYD71COMTRV45-2,Nelson dijadwalkan pensiun dari posisi mereka di perusahaan sebelum Eric karena _ lebih muda.,Nelson,Eric,2
306,3D3B8GE89456V5U5K9L5IHYNN3E9PJ-1,Saya lebih memperhatikan kompor daripada wastafel karena lebih berbahaya beraktifitas di dekat _.,kompor,wastafel,1
307,38VTL6WC4CRH3WKU8647JSMW4Q15YA-2,"Nick baru memulai bisnis akuntansi, dan Jeffrey memulai toko roti. _ lebih baik dalam memanggang.",Nick,Jeffrey,2
308,3CIS7GGG65HLOHUBP8OLS3YOXI6EU6-1,"Adam menyalahkan Steven untuk komunikasi yang buruk dan Intel di medan perang, karena _ tidak bertanggung jawab atas radio.",Adam,Steven,1
309,3LOJFQ4BOXD2TFBZZZ9ZGY75VFRDKZ-1,Ben harus membuat jus wortel dan jus apel. Semua orang menyukai _ karena itu biasa.,jus apel,jus wortel,1
310,34XASH8KLS0L2PDZ9IPAN346MSRPMH-1,Aaron menghabiskan lebih banyak waktu dengan hewan peliharaannya daripada Ryan karena _ berada di rumah sepanjang hari.,Aaron,Ryan,1
311,38Z7YZ2SB305CTPG4IU73HZRMSRQIA-1,"Saya meminta Patricia untuk membeli hadiah tetapi tidak meminta Jessica, saya pikir _ memiliki selera yang baik.",Patricia,Jessica,1
312,36KM3FWE3RAKZG3L4TWVXMI0V8L701-1,diktator memperoleh kekuasaan dari negara lain dengan menggunakan tank daripada pesawat karena _ yang canggih.,tank,pesawat,1
313,37VUR2VJ6C35CBI6BRK6JBHXRC41CQ-2,Gigi Katrina lebih kuning daripada Laura karena _ kebanyakan minum air sepanjang waktu.,Katrina,Laura,2
314,3TZDZ3Y0JUK3EDB3Z7AFHLGPLMV19T-2,Bunga yang ditaruh di jendela sudah mulai menghalangi sinar matahari karena _nya kecil.,bunga,jendela,2
315,36KM3FWE3RAKZG3L4TWVXMI0QRV071-1,"Samantha belajar bagaimana untuk berenang di usia muda tetapi Betty tidak pernah belajar caranya, sehingga _ tidak perlu memakai jaket pelampung.",Samantha,Betty,1
316,3N7PQ0KLI5N1PNHSAOSK5U8OFPL3EL-1,Benjamin memiliki selera humor yang lebih remaja daripada Donald sehingga _ menikmati bantal whoopie.,Benjamin,Donald,1
317,36GJS3V78X4PO4EF32MVD2YXH79GJ0-1,Kenneth tidak mengantar anak-anak ke penitipan anak hari ini tidak seperti Hunter karena anak-anak _ sakit.,Kenneth,Hunter,1
318,3M7OI89LVYMLP8KWXZKNM9K59J76CX-1,"Saya memasang rumah burung baru di atas tanah di luar, tetapi harus menopangnya lebih tinggi dari kucing saya karena _ itu terlalu rendah.",rumah burung,tanah,1
319,38F60IALAIVMR3ZZ1UBWUGYRA2T0TS-2,Don memiliki lebih banyak kerutan di dahinya daripada di lehernya karena kulit di _ terbuka.,leher,dahi,2
320,3566S7OX5FXZ0UNAKACV3PPIOHJ17V-1,Gelombang menghancurkan garasi tetapi membiarkan rumah tetap utuh karena _ itu begitu dekat dengan pantai.,garasi,rumah,1
321,3LB1BGHFL2U4U9WDP4A5UA42RWWTYS-2,"Aaron meminta Steven untuk membantu beberapa pekerjaan rumah, tetapi _ manja.",Aaron,Steven,2
322,3CMV9YRYP5F5AWSGETJBQU35DSFLJ3-2,"Joel rentan terhadap sengatan matahari sehingga menghabiskan banyak waktu di dalam ruangan, kebalikan dari Lawrence. _ sering berenang untuk melewatkan hari-hari musim panas.",Joel,Lawrence,2
323,3URJ6VVYUR1NDZCSOECZC9IGQ084OQ-1,"Joel ingin mulai beternak lebah tetapi bertanya kepada Eric apakah dia ingin bergabung dengannya, karena _ akan merasa kesepian.",Joel,Eric,1
324,3VMHWJRYHVE5BZO2POJEUSISYL0XFW-2,"Joseph memutuskan untuk merawat anjing mereka di ruang tunggu tidak seperti Leslie, jadi _ memiliki anjing yang lebih kotor.",Joseph,Leslie,2
325,37SDSEDINBG308STUF41HPLE02H81M-2,Mike pergi untuk menyajikan Michelle beberapa kacang dari panci ke piring tidak bisa menempatkan banyak karena _nya begitu besar.,piring,panci,2
326,3D5G8J4N5CI2K40F4RZLF9OG2CKVTH-2,"Kyle tidak memakai penghangat kaki ke tempat tidur, sementara Logan hampir selalu melakukannya. _ lebih cenderung tinggal di iklim yang lebih dingin.",Kyle,Logan,2
327,38DCH97KHJGG1T8T6YR77G2ZNY2QJX-2,"Ketika tangki harus dibersihkan, Betty pergi sehingga Maria harus melakukannya. _ merasa dipaksakan.",Betty,Maria,2
328,368IUKXGA564JXT0246T69JC83I6P9-2,Memasang kulkas jauh lebih mudah daripada memasang kompor bagi Roger. Dia belum pernah memasang _ sebelumnya di rumah yang berbeda.,kulkas,kompor,2
329,341H3G5YF2SIDF8Y7M0EG4Z8ULKZ0L-2,"Rutinitas baru saya akan menyesuaikan jadwal saya, karena _nya sangat kosong.",rutinitas,jadwal,2
330,3MQKOF1EE428I44N8B42W7P978PWDL-1,"Materi tes kurang penting dibandingkan dengan dokumen untuk wawancara, karena _nya sangat mudah.",materi,dokumen,1
331,3L1EFR8WWVJU4S5B66P06NKIKLK9FI-1,"Kapal itu berisiko dihantam ombak, karena _ itu sangat kecil.",kapal,ombak,1
332,3AA88CN98P15RQ6QVVWDTJH68O9KYR-2,Dennis merasa sangat bersalah tentang berbohong tetapi Brian tidak karena _ biasanya orang yang sangat tidak jujur.,Dennis,Brian,2
333,33TGB4G0LRVUOT5A46033UL1I22TXM-2,"Daphne mendapatkan jubah dan bodysuit untuk kostum Ravennya, dan dia pikir _ itu membuatnya terlihat kurus.",jubah,bodysuit,2
334,3KL228NDMVK55ZLQ1PA7MJA283RKGS-1,"Helen penasaran bagaimana bola itu dapat memecahkan jendela, karena _nya lembut.",bola,jendela,1
335,391JB9X4Z0MKRYGJWQK2RMI8TUUMKD-2,James menyelesaikan buku itu selama penerbangan pulang dan dia menyukainya. _ ini pendek.,penerbangan,buku,2
336,3VMHWJRYHXUK5ON99MVEMQ61T06FXU-2,"Dia suka minum anggur daripada minuman keras, karena _ meninggalkan rasa yang enak di mulutnya.",minuman keras,anggur,2
337,3AC6MFV69KGEUQFNLWVZUYAGRDIHZD-1,Kambing itu mencoba menyeberangi air tetapi dia hanya bisa melewati danau dan bukan sungai karena _ itu dangkal.,danau,sungai,1
338,3L84EBDQ370A7LH9RGVMKB2VA7WKKO-1,"Rachel punya anjing tetapi anjing Cynthia diserahkan untuk diadopsi baru-baru ini, jadi _ diberi tali lama mereka.",Rachel,Cynthia,1
339,3UEBBGULPFMDUVU7KJ8RALJO9HMFUM-1,"Umpan yang saya gunakan jauh lebih baik daripada umpan teman saya, karena _nya berhasil.",umpan,umpan,1
340,356ZPKYPUJVLW62DSLDLHYREWZSPYR-1,"Kami tidak menggunakan pengering tetapi memilih jemuran, karena _ akan membuat pakaian kami menyusut.",pengering,jemuran,1
341,3VDVA3ILIDD3ZYZ4TF4PH4E3Z2IG1M-2,Kyle mencoba berhenti sebelum Nelson tertabrak karena _ lah penumpangnya.,Kyle,Nelson,2
342,36MUZ9VAE8GE14IWNBAWA1I8ZL8DE5-1,"Ketika membeli rumah, Patricia tidak memiliki banyak uang sebanyak Tanya, sehingga _ membeli rumah 1 kamar tidur.",Patricia,Tanya,1
343,36BTXXLZ2XMQAC48G6T364NL1X54RW-2,Jessica bisa melihat jelas dari hutan sementara Mary datang dengan rencana karena _ adalah seorang pemimpin.,Jessica,Mary,2
344,34D9ZRXCYT8HDGK24W3Z9HEHFJ5SAO-2,"Jessica selesai memanggang ham pikniknya sebelum Jennifer, karena _ menggunakan resep glasir ham yang sulit.",Jessica,Jennifer,2
345,3NFWQRSHVECUPDTC0EJA66IX0B9FGS-1,Trotoarnya terbuat dari batu bata sedangkan jalan masuknya terbuat dari beton tuang. _nya lebih bergelombang untuk dilalui.,trotoar,jalan masuk,1
346,3LB1BGHFL4AJOYVK92M5M8SBMJSTYE-1,Nelson sedang dalam misi untuk menghancurkan karir Michael karena _ memiliki kepribadian yang sangat picik.,Nelson,Michael,1
347,36KM3FWE3RAKZG3L4TWVXMI0QRV071-2,"Samantha belajar bagaimana untuk berenang di usia muda tetapi Betty tidak pernah belajar caranya, jadi _ mengenakan jaket pelampung.",Samantha,Betty,2
348,3B9J25CZ25BQC6IT4CNQNEGXMOGCSS-2,"Jennifer benar-benar brengsek, tetapi Katrina tidak. _ memiliki banyak teman baik.",Jennifer,Katrina,2
349,3N2YPY1GI6WL1WJBUYYQOP07687EVK-1,Christine tidak lulus tes pendeteksi kebohongan yang dilakukan Jessica karena _ menyembunyikan sesuatu.,Christine,Jessica,1
350,3UEDKCTP9VOMC6AP8M6DG6X993R7K1-2,Juru masak menambahkan biji labu dan tomat ke salad sebelum menyajikannya; _nya garing..,tomat ,biji,2
351,3MVY4USGB6LHP94TWMJCYHES4F6SIT-2,Adam kesal pada Derrick karena _ menerima bantuan dari Agen Gerbang Maskapai lebih cepat.,Adam,Derrick,2
352,37NXA7GVST4Z72T3BKLU1KQRKNOLVZ-2,Hunter ingin bunuh diri dan Robert merespons dengan alasan bahwa _ sebelumnya berada dalam situasi kritis ini.,Hunter,Robert,2
353,3D17ECOUOET25MNGY0X5YAPUVV613O-1,"Imajinasinya menjadi liar di taman, tetapi tidak aktif di jalan setapak, karena dia pikir _ itu inspirasional.",taman,jalan setapak,1
354,3TTPFEFXCTIC6GVCJRYOX0HLMBCH6H-2,"Negosiator membuat kesepakatan untuk gaji, tetapi paket tunjangan masih dalam negosiasi. _ itu rumit untuk ditawar.",gaji,paket tunjangan,2
355,3IWA71V4TKUOMVUY8TSASKTOZ3UX63-2,"Tanaman itu memakan terlalu banyak ruang di guci, karena _nya kecil.",tanaman,guci,2
356,3N2YPY1GI6WL1WJBUYYQOP076B3EVM-1,"Untuk menghindari perpisahan, Randy mengikuti di belakang Kyle karena _ masih baru di daerah itu.",Randy,Kyle,1
357,3V0TR1NRVA0JH6JKUXVHJGA3DS74A5-1,"Gadis itu membeli energy shake dari pasar untuk menekan nafsu makannya, namun _ itu terasa hambar.",shake,pasar,1
358,3CMIQF80GNOPJ9UF2HLI6E9MDZWQ6C-2,Jim ingin menjadi jahat sehingga dia memutuskan untuk terlibat dalam perampokan dan coretan. Dia menyayangkan _ karena konsekuensi ringan.,perampokan,coretan,2
359,3909MD9T21VBZOWSEH5MY1LUCSHFE2-2,James sedang mencari apakah ada ruang untuk menempatkan buku ke dalam rak. _nya besar.,ruang,buku,2
360,3KVQ0UJWPXJYK2QN97AJ6XD856Q5W5-1,"Di akhir tahun, Christine menyadari mengapa dia gagal sementara Mary mendapat nilai A; _ tidak berhasil menahan diri untuk bermain daripada belajar.",Christine,Mary,1
361,36GJS3V78X4PO4EF32MVD2YXH79GJ0-2,Kenneth tidak mengantar anak-anak ke penitipan anak hari ini tidak seperti Hunter karena anak-anak _ sehat.,Kenneth,Hunter,2
362,3BC9H1KCYUAWMQ07K9FGHUB106QYW0-2,Jessica tidak bisa menggunakan selang untuk mencuci mobilnya di jalan masuk karena _nya terlalu panjang.,selang,jalan masuk,2
363,3V0TR1NRVA0JH6JKUXVHJGA3DQC4A6-2,"Jen memasukkan rol kulitnya ke dalam air, agar pembersih bisa mensterilkannya dengan _ .",rol kulit,air,2
364,36KM3FWE3RAKZG3L4TWVXMI0V8L701-2,diktator memperoleh kekuasaan dari negara lain dengan menggunakan tank daripada pesawat karena _ hancur.,tank,pesawat,2
365,3AXFSPQOYSCJA4IKSIGDVHYLGU5FJ0-2,"Untuk menyempurnakan tampilan emo-nya, Nick meniru cara Matthew berpakaian karena _ telah mendandani emo sepanjang hidupnya.",Nick,Matthew,2
366,3538U0YQ1H88PQGVPXOQFAHXL0TF37-2,"Betty bertanggung jawab untuk merencanakan pernikahan bagi Amy, dan _ akhirnya menjadi sangat menuntut.",Betty,Amy,2
367,38DCH97KHH01749MM0F7FIERUQSQJV-2,Cuaca yang lebih dingin cocok untuk Joel tetapi tidak Kevin karena _ merasa bahwa itu menyebabkan rasa sakit mereka.,Joel,Kevin,2
368,3TZ0XG8CBUI6VOWHEU7U4XFO9TM98X-2,Celana itu diiris dengan pisau dan kemudian dengan pisau cukur. _ digunakan kedua.,pisau,pisau cukur,2
369,37S0QRNUFDULB8CET0DGWZ8MFNK88Y-1,"Untuk membersihkan lantai saya, saya menggunakan sapu dan kadang-kadang juga menggunakan pel, karena saya ingin cepat hari ini saya menggunakan _ di lantai.",sapu,pel,1
370,3KA7IJSNW63AP9AVYVN1HP54M5LBPT-2,"Christine memiliki pernikahan terburuk daripada Rebecca karena di pernikahan _, cuacanya bagus.",Christine,Rebecca,2
371,3ACRLU860NC6SIL5PH7QND603HYBEK-1,Elena lebih kurus dari Lindsey karena _ suka makan banyak kubis dan sayuran.,Elena,Lindsey,1
372,3N2YPY1GI6WL1WJBUYYQOP076B3EVM-2,"Untuk menghindari perpisahan, Randy mengikuti di belakang Kyle karena _ sangat akrab dengan daerah itu.",Randy,Kyle,2
373,36U4VBVNQQRPRAYNVCKLJ8LF0ZOURI-1,Callie melakukan diet cair melalui tabung tetapi kesakitan karena _ itu menyakitkan.,tabung,diet,1
374,3BC9H1KCYUAWMQ07K9FGHUB1VR4WYD-1,Setelah mendengar tentang ulasan yang baik Jeffrey pergi ke Robert untuk kue pernikahan karena _ bertunangan.,Jeffrey,Robert,1
375,3538U0YQ1H88PQGVPXOQFAHWKZL3FI-2,"Victoria tidak tahu bagaimana memotivasi Lindsey untuk berolahraga setiap hari, dan _ berharap dia tidak akan membuat rencana.",Victoria,Lindsey,2
376,3K8CQCU3KEZ2ARWTD7650EDUR71WNO-2,"Makan permen adalah masalah besar bagi Carrie tetapi tidak untuk Rebecca, itu sebabnya _ memiliki lingkar pinggang yang kecil.",Carrie,Rebecca,2
377,35ZRNT9RUIWN1EUH42VGA622JTGO33-1,"Kutu buku yang rajin, Lawrence membaca fiksi sementara Jason membaca non-fiksi. _ suka melarikan diri ke dunia imajiner.",Lawrence,Jason,1
378,372AGES0I432EPTBGJJ8BHWB14KXRQ-1,"Amy membuat banyak musuh dalam hidup, tetapi Laura tidak. _ selalu tidak bahagia.",Amy,Laura,1
379,3TC2K6WK9G0VV4BITLSFUA7A3MP82F-1,Perban yang dibelinya untuk menutupi luka bakar tidak muat karena _nya terlalu besar.,luka bakar,perban,1
380,3L2OEKSTWBO0QE3W64BAVCWN6G28YF-1,Nick ingin tinggal di rumah Jumat malam sementara Leslie ingin pergi berdansa karena _ merasa sangat lelah.,Nick,Leslie,1
381,37AQKJ12TXM8DNXJFYN6MTCNCZITTH-2,Betty berbicara dalam tidur mereka dan Mary merasa sulit untuk tidur dengan kebisingan sehingga _ pergi untuk membeli beberapa penyumbat telinga.,Betty,Mary,2
382,3LB1BGHFL2U4U9WDP4A5UA42RWWTYS-1,"Aaron meminta Steven untuk membantu pekerjaan rumah, karena _ manja.",Aaron,Steven,1
383,375VSR8FVW7RJKTQH17T82CMEQPRZ1-2,"Adam dengan sopan meminta Ryan untuk mencapai buku di rak atas, karena _ tidak pendek.",Adam,Ryan,2
384,34OWYT6U3YVEEJ717EVL9KXB1RZ9IR-2,Anjing itu menangis dengan ikat leher yang menyakiti lehernya karena _nya kecil.,leher,ikat leher,2
385,3UEDKCTP9X416V9WSKID84LHXTQK70-2,"Katrina meminjamkan jaketnya kepada Carrie pada malam yang dingin, karena _ merasa kedinginan.",Katrina,Carrie,2
386,3AA88CN98P15RQ6QVVWDTJH68IKKYQ-1,"Tidak seperti Benjamin, Adam mengendarai kendaraan listrik hibrida karena _ ingin mengurangi polusi kabut asap.",Benjamin,Adam,1
387,366FYU4PTGN7LLPZVUKJMGPQQDWEK0-2,Victoria menggunakan lebih banyak minyak saat menggoreng ayam daripada Maria karena _ terlalu peduli tentang kolesterol.,Victoria,Maria,2
388,375VSR8FVW7RJKTQH17T82CMEQPRZ1-1,"Adam dengan sopan meminta Ryan untuk menraih buku di rak atas, karena _ sangat pendek.",Adam,Ryan,1
389,3BAWBGQGYNDFM638ROWKADWYDFTV75-2,"Karena Betty sangat kurang pandai dibanding Natalie, _ cenderung lebih mudah menghemat uang.",Betty,Natalie,2
390,34F34TZU7WXKFL71KPP6J0GOEG12J8-1,Para pengganggu biasanya membiarkan Sarah tetapi mengganggu Maria karena _ sangat kuat secara fisik.,Sarah,Maria,1
391,39RRBHZ0AUZJCRA7QLC39Z1PZW2ZV2-2,"Monica memutuskan untuk mencuci kemeja putih Angela, tetapi kemeja itu terkena noda warna. _ merasa marah.",Monica,Angela,2
392,3MD8CKRQZ11GDUNTJDG7C6C5KB5JRD-1,Anjing itu ingin tinggal di taman dan tidak kembali ke rumah karena _nya terlalu kecil.,rumah,taman,1
393,3CIS7GGG65HLOHUBP8OLS3YOXI6EU6-2,"Adam menyalahkan Steven untuk komunikasi yang buruk dan Intel di medan perang, karena _ memecahkan radio.",Adam,Steven,2
394,3D0LPO3EADD3B6QCDL06SYMNLVWOY8-1,"Termostat menunjukkan bahwa di bawah dua puluh derajat lebih dingin daripada di atas, jadi Byron tetap _ karena dia panas.",di bawah,di atas,1
395,36FFXPMSTB2HPB0N3LWI6YRLWWHHOX-2,"Dia pikir dia punya waktu untuk mengambil rute yang indah ke toko, tetapi _ itu tutup lebih awal.",rute,toko,2
396,3A520CCNWNY198GDJ37US2MULV6EAD-2,"Hunter menyukai tulip dan Ryan tidak, jadi _ menolak untuk membeli beberapa dari toko.",Hunter,Ryan,2
397,3BAWBGQGYLX0SH417QKKIF8QKL3V7F-2,"Sebelum bergabung dengan militer, Sarah memberi tahu Kayla tentang apa yang diharapkan sebelum ditempatkan sehingga _ tidak perlu khawatir.",Sarah,Kayla,2
398,3KI0JD2ZU3WU7GO7QGOCYLGZWY667H-1,"Karena anjing Craig sakit dan membutuhkan dokter hewan sementara anjing Kevin sehat dan energik, _ membawa anjingnya ke rumah sakit hewan.",Craig,Kevin,1
399,3566S7OX5DHK65O30C0VBR1A0Y771G-2,"Saya membenci sistem yang berlaku di perguruan tinggi dibandingkan dengan program di sekolah, karena _nya sederhana.",sistem,program,2
400,3ACRLU860NC6SIL5PH7QND608YUBEJ-2,"Eric memadamkan api listriknya dengan soda kue, sementara Craig mencoba air. Rumah _ terbakar.",Eric,Craig,2
401,3CMIQF80GNOPJ9UF2HLI6E9M8HA6Q1-1,Mary memiliki tubuh yang lebih baik dan lebih suka pamer daripada Emily. _ suka memakai bikini ke pantai.,Mary,Emily,1
402,3CZH926SIES118Z3U0937XO2MSRE49-1,James membutuhkan kotak yang lebih besar untuk mengumpulkan perak yang dia tukarkan dengan emas karena _nya lebih besar.,perak,emas,1
403,373L46LKP74FW1BR9VVAJW2I0V8KJW-2,tukang cukur mencoba menggunakan sisir sikat rambut tetapi _ itu terlalu lemah.,rambut,sisir,2
404,3AA88CN98P15RQ6QVVWDTJH68IKKYQ-2,"Tidak seperti Benjamin, Adam mengendarai kendaraan listrik hibrida karena _ ingin meningkatkan polusi kabut asap.",Benjamin,Adam,2
405,3TFJJUELSHNX771VAX8KWW3TTFCC2V-2,"Kakak saya lebih senang menulis di blog daripada di jurnalnya, karena _nya tidak bisa dilihat siapa pun.",blog,jurnal,2
406,3LOJFQ4BOXD2TFBZZZ9ZGY75VD8DKC-2,"Ketika Brenda melapisi panel kayunya dengan pernis, permukaan beton di bawahnya ternoda. Pernis merusak dan memperburuk _.",kayu,beton,2
407,3JYPJ2TAYKMFWFLINVLXSDKYQZIPFW-2,"Mereka menginginkan lebih banyak kekenyangan di pesta pernikahan, jadi perencana menggunakan lapisan gula daripada buah pada kue karena _nya lebih tidak mengenyangkan.",lapisan gula,buah,2
408,3L1EFR8WWT3FA364M8D0EPWARH39FH-2,"Tanya harus naik pesawat ke negara lain sedangkan Maria harus melalui jalan, jadi _ bepergian dengan motor.",Tanya,Maria,2
409,3M93N4X8HM1SE9N6Y2GC2GH17WPJS5-2,Michael meminta bantuan Brett untuk memindahkan meja. _ juga tidak akan mampu melakukannya sendiri.,Michael,Brett,2
410,3V0TR1NRVCGYBVIREV7HBEYC2KC4A4-1,"Jeffrey diharuskan mengikuti aturan yang ketat, tetapi aturan untuk Randy lebih lunak, yang membuat _ merasa lebih tertindas.",Jeffrey,Randy,1
411,3CIS7GGG65HLOHUBP8OLS3YOXEAUEI-2,Tukang kayu itu mengambil papan dari truknya dan menaruhnya di garasi sampai _ itu kosong.,garasi,truk,2
412,3BC9H1KCYWQBGFZE47RG9SZ9ON4WYH-2,"Rumah sang cenayang membuat Randy ketakutan dengan semua patung malaikat sementara Joseph tersenyum tenang pada mereka, karena malaikat mengingatkan _ pada bayi yang sedang tidur.",Randy,Joseph,2
413,3TKXBROM5VO3KVKATQMYYEBDWK1IJU-1,"Patricia selalu harus membersihkan setelah Angela, karena _ tidak mau hidup kotor.",Patricia,Angela,1
414,35F6NGNVMAX09EZJMTW59V8DG09T7V-1,Aku mencium bau kue dan bertanya-tanya apakah ibu sedang membuat havermut atau keping cokelat. Aku mencium bau kayu manis jadi saya berlari ke bawah untuk mendapatkan kue _.,havermut,keping cokelat,1
415,37Y5RYYI0RJT9TSVF6VDTPPFGJOXS1-1,"Langit berwarna coklat di atas pabrik, ketika _ menyerap begitu banyak polusi sepanjang hari.",langit,pabrik,1
416,3V8JSVE8Y04HZFDNJ7XANMS9HPVYEB-1,Ada lebih banyak buku di perpustakaan daripada di toko buku karena _nya lebih besar.,perpustakaan,toko buku,1
417,371Q3BEXDJNIEOSAGOJYQA5QOKDZST-1,"Meskipun Christine kehilangan lebih banyak bobot daripada Jessica, _ masih makan lebih banyak permen secara keseluruhan meskipun demikian.",Christine,Jessica,1
418,3TD33TP5DNGIWU30TAH4JS4ICFQBAK-1,James tidak bisa memasukkan gelang baru ke pergelangan tangannya karena _nya terlalu besar.,pergelangan tangan,gelang,1
419,3MNJFORX8DIB353Z3GCJU7FGYG2F5G-2,"Udara dingin membanjiri gubuk tetapi rumah tetap hangat, karena jendela _ tetap tertutup.",gubuk,rumah,2
420,3MD8CKRQZ11GDUNTJDG7C6C5LTGRJX-2,"Mary meletakkan perabotan yang tidak terpakai di ruang baca sebelum mendekorasi ruang makan, karena _ akan terlihat selama pesta.",ruang baca,ruang makan,2
